"initial_alias","converted_alias","name","description","namespace"
"RBMY1A1","ENSG00000234414","RBMY1A1","RNA binding motif protein Y-linked family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:9912]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBMY1D","ENSG00000234414","RBMY1A1","RNA binding motif protein Y-linked family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:9912]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBMY1D","ENSG00000244395","RBMY1D","RNA binding motif protein Y-linked family 1 member D [Source:HGNC Symbol;Acc:HGNC:23915]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBMY1E","ENSG00000242389","RBMY1E","RNA binding motif protein Y-linked family 1 member E [Source:HGNC Symbol;Acc:HGNC:23916]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"REDIC1","ENSG00000180116","REDIC1","regulator of DNA class I crossover intermediates 1 [Source:HGNC Symbol;Acc:HGNC:26846]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC35H1","None","None","None",""
"KMT2C","ENSG00000055609","KMT2C","lysine methyltransferase 2C [Source:HGNC Symbol;Acc:HGNC:13726]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF554","ENSG00000172006","ZNF554","zinc finger protein 554 [Source:HGNC Symbol;Acc:HGNC:26629]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPEF2","ENSG00000156194","PPEF2","protein phosphatase with EF-hand domain 2 [Source:HGNC Symbol;Acc:HGNC:9244]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDEL1","ENSG00000166579","NDEL1","nudE neurodevelopment protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:17620]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IGSF11","ENSG00000144847","IGSF11","immunoglobulin superfamily member 11 [Source:HGNC Symbol;Acc:HGNC:16669]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD9","ENSG00000028310","BRD9","bromodomain containing 9 [Source:HGNC Symbol;Acc:HGNC:25818]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIGLEC7","ENSG00000168995","SIGLEC7","sialic acid binding Ig like lectin 7 [Source:HGNC Symbol;Acc:HGNC:10876]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRIM43","ENSG00000144015","TRIM43","tripartite motif containing 43 [Source:HGNC Symbol;Acc:HGNC:19015]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPRML","ENSG00000179673","RPRML","reprimo like [Source:HGNC Symbol;Acc:HGNC:32422]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"LRRC55","ENSG00000183908","LRRC55","leucine rich repeat containing 55 [Source:HGNC Symbol;Acc:HGNC:32324]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TBCCD1","ENSG00000113838","TBCCD1","TBCC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25546]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPS6KA6","ENSG00000072133","RPS6KA6","ribosomal protein S6 kinase A6 [Source:HGNC Symbol;Acc:HGNC:10435]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF5","ENSG00000050327","ARHGEF5","Rho guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:13209]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF34P","ENSG00000204959","ARHGEF34P","Rho guanine nucleotide exchange factor 34, pseudogene [Source:HGNC Symbol;Acc:HGNC:38086]","GENECARDS,HGNC"
"NUAK2","ENSG00000163545","NUAK2","NUAK family kinase 2 [Source:HGNC Symbol;Acc:HGNC:29558]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SYT7","ENSG00000011347","SYT7","synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EWSAT1","ENSG00000212766","EWSAT1","Ewing sarcoma associated transcript 1 [Source:HGNC Symbol;Acc:HGNC:26596]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"MGAT5","ENSG00000152127","MGAT5","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7049]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSLP","ENSG00000145777","TSLP","thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:HGNC:30743]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"MEGF11","ENSG00000157890","MEGF11","multiple EGF like domains 11 [Source:HGNC Symbol;Acc:HGNC:29635]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTYH2","ENSG00000141540","TTYH2","tweety family member 2 [Source:HGNC Symbol;Acc:HGNC:13877]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SAMD12","ENSG00000177570","SAMD12","sterile alpha motif domain containing 12 [Source:HGNC Symbol;Acc:HGNC:31750]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"LATS1","ENSG00000131023","LATS1","large tumor suppressor kinase 1 [Source:HGNC Symbol;Acc:HGNC:6514]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EEIG2","ENSG00000162636","EEIG2","EEIG family member 2 [Source:HGNC Symbol;Acc:HGNC:27637]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR51S1","ENSG00000176922","OR51S1","olfactory receptor family 51 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:15204]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DISC1","ENSG00000162946","DISC1","DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NVL","ENSG00000143748","NVL","nuclear VCP like [Source:HGNC Symbol;Acc:HGNC:8070]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STRADA","ENSG00000266173","STRADA","STE20 related adaptor alpha [Source:HGNC Symbol;Acc:HGNC:30172]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLIS1","ENSG00000174332","GLIS1","GLIS family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:29525]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NFX1","ENSG00000086102","NFX1","nuclear transcription factor, X-box binding 1 [Source:HGNC Symbol;Acc:HGNC:7803]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C16ORF78","ENSG00000166152","C16orf78","chromosome 16 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:28479]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDI1","ENSG00000170967","DDI1","DNA damage inducible 1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18961]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF9","ENSG00000131089","ARHGEF9","Cdc42 guanine nucleotide exchange factor 9 [Source:HGNC Symbol;Acc:HGNC:14561]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCDH7","ENSG00000169851","PCDH7","protocadherin 7 [Source:HGNC Symbol;Acc:HGNC:8659]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR1M1","ENSG00000170929","OR1M1","olfactory receptor family 1 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:8220]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANKRD45","ENSG00000183831","ANKRD45","ankyrin repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:24786]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANKRD45","ENSG00000285777","None","novel protein","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EFS","ENSG00000100842","EFS","embryonal Fyn-associated substrate [Source:HGNC Symbol;Acc:HGNC:16898]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP6AP1L","ENSG00000205464","ATP6AP1L","ATPase H+ transporting accessory protein 1 like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:28091]","GENECARDS,HGNC"
"OR2F2","ENSG00000221910","OR2F2","olfactory receptor family 2 subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:8247]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SEZ6L","ENSG00000100095","SEZ6L","seizure related 6 homolog like [Source:HGNC Symbol;Acc:HGNC:10763]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZIC3","ENSG00000156925","ZIC3","Zic family member 3 [Source:HGNC Symbol;Acc:HGNC:12874]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AKAP7","ENSG00000118507","AKAP7","A-kinase anchoring protein 7 [Source:HGNC Symbol;Acc:HGNC:377]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYO3A","ENSG00000095777","MYO3A","myosin IIIA [Source:HGNC Symbol;Acc:HGNC:7601]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HSPB3","ENSG00000169271","HSPB3","heat shock protein family B (small) member 3 [Source:HGNC Symbol;Acc:HGNC:5248]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRPM3","ENSG00000083067","TRPM3","transient receptor potential cation channel subfamily M member 3 [Source:HGNC Symbol;Acc:HGNC:17992]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GMIP","ENSG00000089639","GMIP","GEM interacting protein [Source:HGNC Symbol;Acc:HGNC:24852]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MXRA7","ENSG00000182534","MXRA7","matrix remodeling associated 7 [Source:HGNC Symbol;Acc:HGNC:7541]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADAMTS17","ENSG00000140470","ADAMTS17","ADAM metallopeptidase with thrombospondin type 1 motif 17 [Source:HGNC Symbol;Acc:HGNC:17109]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRTAP9-4","ENSG00000241595","KRTAP9-4","keratin associated protein 9-4 [Source:HGNC Symbol;Acc:HGNC:18902]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SOX11","ENSG00000176887","SOX11","SRY-box transcription factor 11 [Source:HGNC Symbol;Acc:HGNC:11191]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VCX","ENSG00000182583","VCX","variable charge X-linked [Source:HGNC Symbol;Acc:HGNC:12667]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VCX2","ENSG00000177504","VCX2","variable charge X-linked 2 [Source:HGNC Symbol;Acc:HGNC:18158]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VCX3A","ENSG00000169059","VCX3A","variable charge X-linked 3A [Source:HGNC Symbol;Acc:HGNC:18159]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VCX3B","ENSG00000205642","VCX3B","variable charge X-linked 3B [Source:HGNC Symbol;Acc:HGNC:31838]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HPCAL1","ENSG00000115756","HPCAL1","hippocalcin like 1 [Source:HGNC Symbol;Acc:HGNC:5145]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NT5E","ENSG00000135318","NT5E","5'-nucleotidase ecto [Source:HGNC Symbol;Acc:HGNC:8021]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"GOLGA6B","ENSG00000215186","GOLGA6B","golgin A6 family member B [Source:HGNC Symbol;Acc:HGNC:32205]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GOLGA6A","ENSG00000159289","GOLGA6A","golgin A6 family member A [Source:HGNC Symbol;Acc:HGNC:13567]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GOLGA6C","ENSG00000167195","GOLGA6C","golgin A6 family member C [Source:HGNC Symbol;Acc:HGNC:32206]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GOLGA6D","ENSG00000140478","GOLGA6D","golgin A6 family member D [Source:HGNC Symbol;Acc:HGNC:32204]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLCO1B1","ENSG00000134538","SLCO1B1","solute carrier organic anion transporter family member 1B1 [Source:HGNC Symbol;Acc:HGNC:10959]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAPDA","None","None","None",""
"TTLL1","ENSG00000100271","TTLL1","TTL family tubulin polyglutamylase complex subunit L1 [Source:HGNC Symbol;Acc:HGNC:1312]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPAG16","ENSG00000144451","SPAG16","sperm associated antigen 16 [Source:HGNC Symbol;Acc:HGNC:23225]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GAS7","ENSG00000007237","GAS7","growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR6C74","ENSG00000197706","OR6C74","olfactory receptor family 6 subfamily C member 74 [Source:HGNC Symbol;Acc:HGNC:31303]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AHSP","ENSG00000169877","AHSP","alpha hemoglobin stabilizing protein [Source:HGNC Symbol;Acc:HGNC:18075]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR56B1","ENSG00000181023","OR56B1","olfactory receptor family 56 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:15245]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF483","ENSG00000173258","ZNF483","zinc finger protein 483 [Source:HGNC Symbol;Acc:HGNC:23384]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FKBP6","ENSG00000077800","FKBP6","FKBP prolyl isomerase family member 6 (inactive) [Source:HGNC Symbol;Acc:HGNC:3722]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IRGQ","ENSG00000167378","IRGQ","immunity related GTPase Q [Source:HGNC Symbol;Acc:HGNC:24868]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"MMP8","ENSG00000118113","MMP8","matrix metallopeptidase 8 [Source:HGNC Symbol;Acc:HGNC:7175]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ING3","ENSG00000071243","ING3","inhibitor of growth family member 3 [Source:HGNC Symbol;Acc:HGNC:14587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDH7","ENSG00000081138","CDH7","cadherin 7 [Source:HGNC Symbol;Acc:HGNC:1766]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSPAN16","ENSG00000130167","TSPAN16","tetraspanin 16 [Source:HGNC Symbol;Acc:HGNC:30725]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAPT","ENSG00000186868","MAPT","microtubule associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"ACRV1","ENSG00000134940","ACRV1","acrosomal vesicle protein 1 [Source:HGNC Symbol;Acc:HGNC:127]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AMTN","ENSG00000187689","AMTN","amelotin [Source:HGNC Symbol;Acc:HGNC:33188]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"USP32P2","ENSG00000233327","USP32P2","ubiquitin specific peptidase 32 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:30751]","GENECARDS,HGNC"
"ST6GALNAC1","ENSG00000070526","ST6GALNAC1","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23614]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SYNGR1","ENSG00000100321","SYNGR1","synaptogyrin 1 [Source:HGNC Symbol;Acc:HGNC:11498]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OTX2","ENSG00000165588","OTX2","orthodenticle homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8522]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SEMA3C","ENSG00000075223","SEMA3C","semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NAIF1","ENSG00000171169","NAIF1","nuclear apoptosis inducing factor 1 [Source:HGNC Symbol;Acc:HGNC:25446]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIAH1","ENSG00000196470","SIAH1","siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:10857]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAPZA3","ENSG00000177938","CAPZA3","capping actin protein of muscle Z-line subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:24205]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NFAT5","ENSG00000102908","NFAT5","nuclear factor of activated T cells 5 [Source:HGNC Symbol;Acc:HGNC:7774]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAGEA2","ENSG00000183305","MAGEA2B","MAGE family member A2B [Source:HGNC Symbol;Acc:HGNC:19340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAGEA2","ENSG00000268606","MAGEA2","MAGE family member A2 [Source:HGNC Symbol;Acc:HGNC:6800]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAGEA3","ENSG00000197172","MAGEA6","MAGE family member A6 [Source:HGNC Symbol;Acc:HGNC:6804]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAGEA3","ENSG00000221867","MAGEA3","MAGE family member A3 [Source:HGNC Symbol;Acc:HGNC:6801]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAGEA6","ENSG00000197172","MAGEA6","MAGE family member A6 [Source:HGNC Symbol;Acc:HGNC:6804]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAGEA6","ENSG00000221867","MAGEA3","MAGE family member A3 [Source:HGNC Symbol;Acc:HGNC:6801]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAGEA2B","ENSG00000183305","MAGEA2B","MAGE family member A2B [Source:HGNC Symbol;Acc:HGNC:19340]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF835","ENSG00000127903","ZNF835","zinc finger protein 835 [Source:HGNC Symbol;Acc:HGNC:34332]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRDMT1","ENSG00000107614","TRDMT1","tRNA aspartic acid methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2977]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR8U8","None","None","None",""
"STPG3","ENSG00000197768","STPG3","sperm-tail PG-rich repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:37285]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCAF1","ENSG00000145041","DCAF1","DDB1 and CUL4 associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30911]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAX3","ENSG00000135903","PAX3","paired box 3 [Source:HGNC Symbol;Acc:HGNC:8617]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ISLR","ENSG00000129009","ISLR","immunoglobulin superfamily containing leucine rich repeat [Source:HGNC Symbol;Acc:HGNC:6133]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NANOS2","ENSG00000188425","NANOS2","nanos C2HC-type zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:23292]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC22A14","ENSG00000144671","SLC22A14","solute carrier family 22 member 14 [Source:HGNC Symbol;Acc:HGNC:8495]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"GJB3","ENSG00000188910","GJB3","gap junction protein beta 3 [Source:HGNC Symbol;Acc:HGNC:4285]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR4M2","ENSG00000274102","OR4M2","olfactory receptor family 4 subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:15373]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC02203","ENSG00000280709","LINC02203","long intergenic non-protein coding RNA 2203 [Source:HGNC Symbol;Acc:HGNC:53069]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LINC02203","ENSG00000284988","LINC02203","long intergenic non-protein coding RNA 2203 [Source:HGNC Symbol;Acc:HGNC:53069]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"H4C6","ENSG00000274618","H4C6","H4 clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4783]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"OR2A5","ENSG00000221836","OR2A5","olfactory receptor family 2 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:8232]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFNA2","ENSG00000188379","IFNA2","interferon alpha 2 [Source:HGNC Symbol;Acc:HGNC:5423]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC43A3","ENSG00000134802","SLC43A3","solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INHBA","ENSG00000122641","INHBA","inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTIF","ENSG00000134030","CTIF","cap binding complex dependent translation initiation factor [Source:HGNC Symbol;Acc:HGNC:23925]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TFEC","ENSG00000105967","TFEC","transcription factor EC [Source:HGNC Symbol;Acc:HGNC:11754]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZMYND11","ENSG00000015171","ZMYND11","zinc finger MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CRYGD","ENSG00000118231","CRYGD","crystallin gamma D [Source:HGNC Symbol;Acc:HGNC:2411]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRTM3","ENSG00000198739","LRRTM3","leucine rich repeat transmembrane neuronal 3 [Source:HGNC Symbol;Acc:HGNC:19410]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPD2","ENSG00000115159","GPD2","glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCS","ENSG00000173992","CCS","copper chaperone for superoxide dismutase [Source:HGNC Symbol;Acc:HGNC:1613]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DQX1","ENSG00000144045","DQX1","DEAQ-box RNA dependent ATPase 1 [Source:HGNC Symbol;Acc:HGNC:20410]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DLGAP4","ENSG00000080845","DLGAP4","DLG associated protein 4 [Source:HGNC Symbol;Acc:HGNC:24476]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPIL2","ENSG00000100023","PPIL2","peptidylprolyl isomerase like 2 [Source:HGNC Symbol;Acc:HGNC:9261]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPLX3","ENSG00000213578","CPLX3","complexin 3 [Source:HGNC Symbol;Acc:HGNC:27652]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HCN1","ENSG00000164588","HCN1","hyperpolarization activated cyclic nucleotide gated potassium channel 1 [Source:HGNC Symbol;Acc:HGNC:4845]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDKL3","ENSG00000006837","CDKL3","cyclin dependent kinase like 3 [Source:HGNC Symbol;Acc:HGNC:15483]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDKL3","ENSG00000273345","None","novel transcript","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLSTN3","ENSG00000139182","CLSTN3","calsyntenin 3 [Source:HGNC Symbol;Acc:HGNC:18371]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM132E","ENSG00000181291","TMEM132E","transmembrane protein 132E [Source:HGNC Symbol;Acc:HGNC:26991]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AMER2","ENSG00000165566","AMER2","APC membrane recruitment protein 2 [Source:HGNC Symbol;Acc:HGNC:26360]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLA2G1B","ENSG00000170890","PLA2G1B","phospholipase A2 group IB [Source:HGNC Symbol;Acc:HGNC:9030]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PKD1L3","ENSG00000277481","PKD1L3","polycystin 1 like 3, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:21716]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WDR20","ENSG00000140153","WDR20","WD repeat domain 20 [Source:HGNC Symbol;Acc:HGNC:19667]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
